input_text,target_text
vi: Hãy đưa tôi tới nơi đó .,vsl: đưa tôi tới nơi đó .
vi: Con sói đó .,vsl: Con sói đó .
vi: Tất cả họ đều đã rời đi .,vsl: Tất cả họ đều rời đi .
vi: Họ đang say rượu .,vsl: Họ say rượu .
vi: Họ đang say .,vsl: Họ say .
vi: Đó là một cách chơi chữ .,vsl: Đó là một cách chơi chữ .
vi: Thời gian là vàng .,vsl: Thời gian là vàng .
vi: Nam đã mua nó .,vsl: Nam mua nó .
vi: Nam đã mua thứ đó .,vsl: Nam mua thứ đó .
vi: Nam đã mua cái đó .,vsl: Nam mua cái đó .
vi: Nam là một người tục tĩu .,vsl: Nam là một người tục tĩu .
vi: Nam rất vui .,vsl: Nam rất vui .
vi: Nam đã lại thắng một lần nữa .,vsl: Nam thắng một lần nữa .
vi: Chúng tôi muốn một chiếc xe .,vsl: Chúng tôi muốn một chiếc xe .
vi: Chúng tôi sẽ giấu nó .,vsl: Chúng tôi giấu nó .
vi: Chúng ta là kẻ thù với nhau .,vsl: Chúng ta là kẻ thù với nhau .
vi: Chúng tôi đã quá già .,vsl: Chúng tôi quá già .
vi: Chúng ta đã quá già .,vsl: Chúng ta quá già .
vi: Bạn đang ở đâu ?,vsl: Bạn ở đâu ?
vi: Ai nói thế ?,vsl: nói ai ?
vi: bạn có thể làm được,vsl: bạn có thể làm được .
vi: Bạn biết điều này .,vsl: Bạn biết điều này .
vi: Bạn trông tái nhợt .,vsl: Bạn trông tái nhợt .
vi: Bạn có thể vào .,vsl: Bạn có thể vào .
vi: Đang đùa đấy à !,vsl: đùa đấy .
vi: Mời Nam đi trước .,vsl: Mời Nam đi trước .
vi: Bạn có đói bụng không ?,vsl: Bạn có đói bụng không ?
vi: Nam có phản đối không ?,vsl: Nam có phản đối không ?
vi: Bạn thích làm gì thì làm .,vsl: Bạn thích làm làm gì
vi: Thích làm gì thì làm .,vsl: Thích làm làm gì
vi: Bạn thích làm gì thì làm đi !,vsl: Bạn thích làm làm đi gì
vi: Bạn có nhớ tôi không ?,vsl: Bạn có nhớ tôi không ?
vi: Bạn nhớ tôi không ?,vsl: Bạn nhớ tôi không ?
vi: Em nhớ anh không ?,vsl: Em nhớ anh không ?
vi: Anh nhớ em không ?,vsl: Anh nhớ em không ?
vi: Đừng làm ướt nó .,vsl: Đừng làm ướt nó .
vi: Cả Nam cũng khóc .,vsl: Nam cũng khóc .
vi: Tiếng Pháp khó quá .,vsl: Tiếng Pháp khó quá .
vi: Tiếng Pháp khó thật đấy .,vsl: Tiếng Pháp khó thật đấy .
vi: Hãy đi dạo một chút đi .,vsl: đi dạo một chút đi .
vi: Bạn đi dạo một tí đi .,vsl: Bạn đi dạo một tí đi .
vi: Anh ấy sống một mình .,vsl: Anh sống một mình .
vi: Chìa khóa của tôi đây .,vsl: Chìa khóa tôi đây .
vi: Tôi là một thằng nhóc hay mắc cỡ .,vsl: Tôi là một thằng nhóc hay mắc cỡ .
vi: Tôi đi làm bằng xe đạp .,vsl: Tôi đi làm bằng xe đạp .
vi: Tôi không lái .,vsl: Tôi lái không
vi: Tôi không hiểu .,vsl: Tôi hiểu không
vi: Tôi không lấy được nó .,vsl: Tôi lấy được nó không
vi: Tôi không có nó .,vsl: Tôi có nó không
vi: Tôi đã ly hôn .,vsl: Tôi ly hôn .
vi: Tôi đã li hôn .,vsl: Tôi li hôn .
vi: Tôi ghét luật sư .,vsl: Tôi ghét luật sư .
vi: Tôi ghét cuộc đời mình .,vsl: Tôi ghét cuộc đời mình .
vi: Tôi ghét đời mình .,vsl: Tôi ghét đời mình .
vi: Tôi ghét đời tôi .,vsl: Tôi ghét đời tôi .
vi: Tôi có ước mơ .,vsl: Tôi có ước mơ .
vi: Tôi phải trốn .,vsl: Tôi phải trốn .
vi: Tôi đã tiếp tục chạy .,vsl: Tôi tiếp tục chạy .
vi: Tôi thích lịch sử .,vsl: Tôi thích lịch sử .
vi: Tôi thích môn lịch sử .,vsl: Tôi thích môn lịch sử .
vi: Tôi cần phải nghỉ ngơi .,vsl: Tôi cần phải nghỉ ngơi .
vi: Tao nợ nó 100 đô la .,vsl: Tao nợ nó 100 đô la .
vi: Tôi muốn một con dao .,vsl: Tôi muốn một con dao .
vi: Tớ muốn ở lại .,vsl: Tớ muốn ở .
vi: Tôi đeo đồng hồ,vsl: Tôi đeo đồng hồ .
vi: Tôi thà không .,vsl: Tôi thà không
vi: Tôi sẽ ở lại đây .,vsl: Tôi ở đây .
vi: Tôi sẽ đợi ở đây .,vsl: Tôi đợi ở đây .
vi: Tôi đợi ở đây nhé .,vsl: Tôi đợi ở đây .
vi: Tôi sẽ đợi ở đây nhé .,vsl: Tôi đợi ở đây .
vi: Tôi sẽ chờ ở đây .,vsl: Tôi chờ ở đây .
vi: Tôi sẽ chờ ở đây nhé .,vsl: Tôi chờ ở đây .
vi: Tôi là một người vô thần .,vsl: Tôi là một người vô thần .
vi: Hôm nay tôi rảnh .,vsl: Hôm nay tôi rảnh .
vi: Tôi rảnh hôm nay .,vsl: Tôi rảnh hôm nay .
vi: Tôi khá ổn .,vsl: Tôi khá ổn .
vi: Tùy bạn .,vsl: Tùy bạn .
vi: Để tôi một mình .,vsl: tôi một mình .
vi: Mặc kệ tôi đi !,vsl: Mặc kệ tôi đi .
vi: Hãy cho tôi vào với,vsl: cho tôi vào với .
vi: Chúng ta về nhà thôi .,vsl: Chúng ta về nhà thôi .
vi: Chúng ta về nhà thôi nào .,vsl: Chúng ta về nhà thôi .
vi: Tôi hôn bạn được chứ ?,vsl: Tôi hôn bạn được ?
vi: Tôi hôn bạn được không ?,vsl: Tôi hôn bạn được không ?
vi: Tôi có thể ngồi đây được không ?,vsl: Tôi có thể ngồi đây được không ?
vi: Đàn ông ai cũng ngu .,vsl: Đàn ông cũng ngu ai
vi: Tên tôi là Nam .,vsl: Tên tôi là Nam .
vi: Chơi một giai điệu cho chúng tôi đi .,vsl: Chơi một giai điệu cho chúng tôi đi .
vi: Cô ấy thích nó .,vsl: Cô thích nó .
vi: Cô ấy thích điều đó .,vsl: Cô thích điều đó .
vi: Cô ấy chơi nhạc Bach .,vsl: Cô chơi nhạc Bach .
vi: Tôi có nên trả lời không ?,vsl: Tôi có nên trả lời không ?
vi: Tao có nên trả lời không ?,vsl: Tao có nên trả lời không ?
vi: Nói thật đi .,vsl: Nói thật đi .
vi: Hãy nói thật đi .,vsl: nói thật đi .
vi: Hãy nói sự thật đi .,vsl: nói sự thật đi .
vi: Ánh mắt họ chạm nhau .,vsl: Ánh mắt họ chạm nhau .
vi: Họ đã đến .,vsl: Họ đến .
vi: Cái này tuỳ vào bạn .,vsl: Cái này tuỳ vào bạn .
vi: Nam không thể ở lại .,vsl: Nam không thể ở .
vi: Nam không ở lại được .,vsl: Nam ở được không
vi: Nam không xấu xí .,vsl: Nam xấu xí không
vi: Nam không xấu .,vsl: Nam xấu không
vi: tại sao bạn hỏi,vsl: tại sao bạn hỏi .
vi: Bạn đã nói dối chúng tôi .,vsl: Bạn nói dối chúng tôi .
vi: Bạn đã sai .,vsl: Bạn sai .
vi: Chúng ta đã xong chưa ?,vsl: Chúng ta xong chưa ?
vi: Bạn có bị thương không ?,vsl: Bạn có bị thương không ?
vi: Bạn có bị thương chỗ nào không ?,vsl: Bạn có bị thương chỗ không ?
vi: Bạn có khát nước không ?,vsl: Bạn có khát nước không ?
vi: Hãy gọi tôi bất cứ lúc nào .,vsl: gọi tôi bất cứ lúc nào .
vi: Xin chúc mừng !,vsl: Xin chúc mừng .
vi: Chúc mừng !,vsl: Chúc mừng .
vi: Chúc mừng bạn .,vsl: Bạn chúc mừng .
vi: Có nhớ tôi không ?,vsl: Có nhớ tôi không ?
vi: Bạn có xem TV không ?,vsl: Bạn có xem TV không ?
vi: Đừng đến đây .,vsl: Đừng đến đây .
vi: Đừng nói dối tôi .,vsl: Đừng nói dối tôi .
vi: Đừng nhìn xuống .,vsl: Đừng nhìn xuống .
vi: Đừng dừng lại ở đây .,vsl: Đừng dừng ở đây .
vi: Mọi người đã đợi .,vsl: người đợi .
vi: Mọi người đã chờ đợi .,vsl: người chờ đợi .
vi: Tất cả mọi người đã chờ đợi .,vsl: Tất cả người chờ đợi .
vi: Tất cả mọi người đều đã chờ đợi .,vsl: Tất cả người đều chờ đợi .
vi: Tất cả mọi người đều đã đợi .,vsl: Tất cả người đều đợi .
vi: Đưa nó cho tôi .,vsl: Đưa nó cho tôi .
vi: Đi ngủ đi .,vsl: Đi ngủ đi .
vi: Anh ấy đã chạy .,vsl: Anh chạy .
vi: Anh ấy không có tiền .,vsl: Anh có tiền không
vi: Nó có một máy ảnh .,vsl: Nó có một máy ảnh .
vi: Nó có một máy ghi hình .,vsl: Nó có một máy ghi hình .
vi: Anh ấy có một máy ảnh .,vsl: Anh có một máy ảnh .
vi: Anh ấy có một chiếc máy ảnh .,vsl: Anh có một chiếc máy ảnh .
vi: Ông ấy có một chiếc máy ảnh .,vsl: Ông có một chiếc máy ảnh .
vi: Anh ấy đang nuôi mười con bò .,vsl: Anh nuôi mười con bò .
vi: Anh ấy đã thất nghiệp .,vsl: Anh thất nghiệp .
vi: Anh ấy đã trở nên thất nghiệp .,vsl: Anh trở nên thất nghiệp .
vi: Anh ấy đã đề cập đến nó .,vsl: Anh đề cập đến nó .
vi: Anh ấy rất vui .,vsl: Anh rất vui .
vi: Bạn bao nhiêu tuổi ?,vsl: Bạn tuổi bao nhiêu?
vi: Mày bao nhiêu tuổi ?,vsl: Mày tuổi bao nhiêu?
vi: Tôi bị đau cả người .,vsl: Tôi đau người .
vi: Tôi cũng đã làm điều đó .,vsl: Tôi cũng làm điều đó .
vi: Tôi có thể đã chết .,vsl: Tôi có thể chết .
vi: Tôi đi làm bằng xe đạp .,vsl: Tôi đi làm bằng xe đạp .
vi: Tôi ghét đi mua sắm .,vsl: Tôi ghét đi mua sắm .
vi: Tôi có tin xấu .,vsl: Tôi có tin xấu .
vi: Tôi có danh sách .,vsl: Tôi có danh sách .
vi: Tôi có hai con mèo .,vsl: Tôi có hai con mèo .
vi: Tôi thích cười .,vsl: Tôi thích cười .
vi: Tôi đã ngủ cả ngày .,vsl: Tôi ngủ ngày .
vi: Tớ từng bị bắt cóc .,vsl: Tớ bắt cóc .
vi: Anh sẽ nhớ em .,vsl: Anh nhớ em .
vi: Tôi sẽ nhớ bạn .,vsl: Tôi nhớ bạn .
vi: tao sẽ nhớ mày .,vsl: tao nhớ mày .
vi: con sẽ nhớ mẹ lắm .,vsl: con nhớ mẹ .
vi: Tôi định mua một chiếc xe ô tô Ford .,vsl: Tôi mua một chiếc xe ô tô Ford .
vi: Tôi định sẽ mua một chiếc xe hơi Ford .,vsl: Tôi mua một chiếc xe hơi Ford .
vi: Tôi sắp xong rồi .,vsl: Tôi sắp xong rồi .
vi: Tôi đang nóng .,vsl: Tôi nóng .
vi: Tôi đang bị nóng .,vsl: Tôi nóng .
vi: Tôi rất sợ .,vsl: Tôi rất sợ .
vi: Tôi khá là kén chọn .,vsl: Tôi khá là kén chọn .
vi: Tôi là một người rất kén chọn .,vsl: Tôi là một người rất kén chọn .
vi: Tôi đang xem ti vi .,vsl: Tôi xem ti vi .
vi: Tôi đang coi ti vi .,vsl: Tôi coi ti vi .
vi: Tôi đang xem vô tuyến .,vsl: Tôi xem vô tuyến .
vi: Có ai ở nhà không ?,vsl: Có ở nhà không ?
vi: Có ai ở nhà không ạ ?,vsl: Có ở nhà không ?
vi: Có ai ở đó không ?,vsl: Có ở đó không ?
vi: Cái này có to quá không ?,vsl: Cái này có to quá không ?
vi: Hôm nay là ngày phát lương à ?,vsl: Hôm nay là ngày phát lương ?
vi: Hôm nay là ngày phát lương có đúng không ?,vsl: Hôm nay là ngày phát lương có đúng không ?
vi: Có lẽ là trời sắp mưa .,vsl: Có lẽ là trời sắp mưa .
vi: Chắc có lẽ trời sắp mưa rồi .,vsl: có lẽ trời sắp mưa rồi .
vi: Đó là tất cả những gì mà tôi cần .,vsl: Đó là tất cả mà tôi gì
vi: cái này hai pound .,vsl: cái này hai pound .
vi: Nó là buổi tiệc của bạn .,vsl: Nó là buổi tiệc bạn .
vi: Giữ ghế của các bạn .,vsl: Giữ ghế bạn .
vi: Đi bằng ôtô nhé .,vsl: Đi bằng ôtô .
vi: Chúng ta hãy vào trong nào .,vsl: Chúng ta vào trong .
vi: Hôm nay chúng ta kết thúc ở đây .,vsl: Hôm nay chúng ta kết thúc ở đây .
vi: Cuộc sống không dễ dàng gì .,vsl: Cuộc sống dễ dàng gì
vi: Cuộc đời không công bằng .,vsl: Cuộc đời công bằng không
vi: Chúc mừng giáng sinh !,vsl: Chúc mừng giáng sinh .
vi: Natto ăn có cảm giác dinh dính .,vsl: Natto ăn có cảm giác dinh dính .
vi: Nó yếu quá .,vsl: Nó yếu quá .
vi: Cô ấy quá yếu .,vsl: Cô quá yếu .
vi: Bà ấy yếu quá .,vsl: Bà yếu quá .
vi: Đó là xe của anh ta .,vsl: Đó là xe anh ta .
vi: Thế là quá nhiều .,vsl: Thế là quá nhiều .
vi: Họ sẽ giúp bọn mình,vsl: Họ giúp bọn mình .
vi: Họ đang bị mắc kẹt .,vsl: Họ mắc kẹt .
vi: Chiếc xe này là của ổng .,vsl: Chiếc xe này là ổng .
vi: Chiếc xe này là của ông ta .,vsl: Chiếc xe này là ông ta .
vi: Chiếc xe này là của ông ấy .,vsl: Chiếc xe này là ông .
vi: Chiếc xe này là của hắn .,vsl: Chiếc xe này là hắn .
vi: Chiếc xe này là của anh ấy .,vsl: Chiếc xe này là anh .
vi: Đây là phòng của tôi .,vsl: Đây là phòng tôi .
vi: Đây là rượu vang của tôi .,vsl: Đây là rượu vang tôi .
vi: Mấy thứ đó của Nam .,vsl: thứ đó Nam mấy
vi: Nam đã đi theo tôi .,vsl: Nam đi theo tôi .
vi: Nam là nhà văn .,vsl: Nam là nhà văn .
vi: Nam quá trễ rồi .,vsl: Nam quá trễ rồi .
vi: Nam cũng bằng tuổi cậu .,vsl: Nam cũng bằng tuổi cậu .
vi: Nam không ngây thơ .,vsl: Nam ngây thơ không
vi: Nam đã đạt được một thỏa thuận .,vsl: Nam đạt được một thỏa thuận .
vi: Nam cần giày .,vsl: Nam giày .
vi: Nam tin tưởng Mary .,vsl: Nam tin tưởng Mary .
vi: Mặt Nam tái mét lại .,vsl: Mặt Nam tái mét .
vi: Nam đã được nhận nuôi .,vsl: Nam được nhận nuôi .
vi: Nam đã phấn khích,vsl: Nam đã phấn khích
vi: Tôm bị đau .,vsl: Tôm đau .
vi: Thiếu Nam .,vsl: Thiếu Nam .
vi: Nam từng là sếp của tôi .,vsl: Nam là sếp tôi .
vi: Nam đã bị choáng .,vsl: Nam choáng .
vi: Nam đã không may mắn .,vsl: Nam may mắn không
vi: Không phải nó kinh khủng lắm ư ?,vsl: phải nó kinh khủng không ?
vi: Hãy nhìn thật kỹ .,vsl: nhìn thật kỹ .
vi: chúng tôi là giáo viên .,vsl: chúng tôi là giáo viên .
vi: Chúng tôi đến để giúp .,vsl: Chúng tôi đến giúp .
vi: Chúng tôi đã gặp một ông nhà văn .,vsl: Chúng tôi gặp một ông nhà văn .
vi: Chúng tôi đã đi bộ rất nhiều .,vsl: Chúng tôi đi bộ rất nhiều .
vi: Cái chìa khóa ở đâu ?,vsl: Cái chìa khóa ở đâu ?
vi: Bạn đã gặp ai vậy ?,vsl: Bạn gặp ai ?
vi: Bạn đã gặp ai thế ?,vsl: Bạn gặp ai ?
vi: Sao cô ta lại ở đây chứ ?,vsl: Sao cô ta ở đây ?
vi: Tại sao cô ấy lại ở đây vậy ?,vsl: Tại sao cô ở đây ?
vi: Bạn nhìn ngốc quá .,vsl: Bạn nhìn ngốc quá .
vi: Bạn sẽ bị lạc đấy .,vsl: Bạn lạc đấy .
vi: Mày sẽ thích Nam .,vsl: Mày thích Nam .
vi: Bạn chẳng là ai cả .,vsl: Bạn chẳng là ai
vi: Họ có nghiêm túc không ?,vsl: Họ có nghiêm túc không ?
vi: Cuối cùng thì anh ấy đã tới .,vsl: Cuối cùng anh tới .
vi: Cuối cùng thì ông ấy cũng đã đến .,vsl: Cuối cùng ông cũng đến .
vi: Lúc nào điện cho tôi nhé .,vsl: Lúc nào điện cho tôi .
vi: Bạn có thể giúp Nam không ?,vsl: Bạn có thể giúp Nam không ?
vi: Anh có trông thấy bọn họ không ?,vsl: Anh có trông thấy bọn họ không ?
vi: Nam đã gọi cho cậu à ?,vsl: Nam gọi cho cậu ?
vi: Bạn thích làm gì thì làm .,vsl: Bạn thích làm làm gì
vi: Thích làm gì thì làm .,vsl: Thích làm làm gì
vi: Bạn thích làm gì thì làm .,vsl: Bạn thích làm làm gì
vi: Thích làm gì thì làm .,vsl: Thích làm làm gì
vi: Bạn có sống ở đây không ?,vsl: Bạn có sống ở đây không ?
vi: Cô ấy có yêu tôi không ?,vsl: Cô có yêu tôi không ?
vi: Cô ấy yêu tôi phải không ?,vsl: Cô yêu tôi phải không ?
vi: Đừng có rầu rĩ quá như thế .,vsl: Đừng có rầu rĩ quá như thế .
vi: Đừng làm quá lên .,vsl: Đừng làm quá lên .
vi: Đừng có mà làm quá lên .,vsl: Đừng có mà làm quá lên .
vi: Đừng sờ vào cái này .,vsl: Đừng sờ vào cái này .
vi: Mọi người đã đợi .,vsl: người đợi .
vi: Mọi người đã chờ đợi .,vsl: người chờ đợi .
vi: Tất cả mọi người đã chờ đợi .,vsl: Tất cả người chờ đợi .
vi: Tất cả mọi người đều đã chờ đợi .,vsl: Tất cả người đều chờ đợi .
vi: Tất cả mọi người đều đã đợi .,vsl: Tất cả người đều đợi .
vi: Thượng lộ bình an .,vsl: Thượng lộ bình an .
vi: Có một chuyến đi an toàn nhé .,vsl: Có một chuyến đi an toàn .
vi: Anh ấy đã vi phạm pháp luật .,vsl: Anh vi phạm pháp luật .
vi: Anh ta có thể bơi nhanh .,vsl: Anh ta có thể bơi nhanh .
vi: Nó ghét cà rốt .,vsl: Nó ghét cà rốt .
vi: Ông ta ghét cà rốt .,vsl: Ông ta ghét cà rốt .
vi: Hắn ghét cà rốt .,vsl: Hắn ghét cà rốt .
vi: Anh ta luôn bận rộn .,vsl: Anh ta luôn bận rộn .
vi: Hãy giúp tôi việc đó .,vsl: giúp tôi việc đó .
vi: Hãy giúp tôi làm điều đó .,vsl: giúp tôi làm điều đó .
"vi: Hừm , cái gì đây ?",vsl: Hừm cái đây gì ?
vi: Cầm nó hộ mình .,vsl: Cầm nó hộ mình .
vi: Giữ nó cho mình .,vsl: Giữ nó cho mình .
vi: Bạn cao thiệt !,vsl: Bạn cao thiệt .
vi: Công việc của bạn như thế nào ?,vsl: Công việc bạn như thế nào ?
vi: Công việc của mày dư lào ?,vsl: Công việc mày dư lào ?
vi: tôi không thích nó,vsl: tôi thích nó không
vi: Tôi không thích anh đâu .,vsl: Tôi thích anh đâu không
vi: Tôi cảm thấy bình thường .,vsl: Tôi cảm thấy bình thường .
vi: Tôi cảm thấy rất lạnh .,vsl: Tôi cảm thấy rất lạnh .
vi: Tôi dậy lúc 6 rưỡi .,vsl: Tôi dậy lúc 6 rưỡi .
vi: Tôi đã dậy lúc 6 giờ 30 .,vsl: Tôi dậy lúc 6 giờ 30 .
vi: Tôi ghét hóa học .,vsl: Tôi ghét hóa học .
vi: Có có một ít thời gian .,vsl: Có có một ít thời gian .
vi: Tôi có 2 quyển sách .,vsl: Tôi có 2 quyển sách .
vi: Tao có 2 quyển sách .,vsl: Tao có 2 quyển sách .
vi: Tôi có hai cuốn sách .,vsl: Tôi có hai cuốn sách .
vi: Tôi thích nhạc pop .,vsl: Tôi thích nhạc pop .
vi: Tôi thích nghe nhạc pop .,vsl: Tôi thích nghe nhạc pop .
vi: Tôi thích đi du lịch .,vsl: Tôi thích đi du lịch .
vi: Tôi yêu thích thiên văn học .,vsl: Tôi yêu thích thiên văn học .
vi: Tôi thích lòng đỏ trứng .,vsl: Tôi thích lòng đỏ trứng .
vi: Tôi yêu công viên này,vsl: Tôi yêu công viên này .
vi: Tôi thích công viên này,vsl: Tôi thích công viên này .
vi: Tôi cần thêm thì giờ .,vsl: Tôi thêm giờ .
vi: Tôi đã trồng một cái cây .,vsl: Tôi trồng một cái cây .
vi: Tôi đã nói ra sự thật .,vsl: Tôi nói ra sự thật .
vi: Tôi đi bộ đến trường .,vsl: Tôi đi bộ đến trường .
vi: Tôi đã thôi lo nghĩ .,vsl: Tôi thôi lo nghĩ .
vi: Tôi đã không lo lắng .,vsl: Tôi lo lắng không
vi: Tôi sẽ bắn nó .,vsl: Tôi bắn nó .
vi: Tôi sẽ bắn hắn .,vsl: Tôi bắn hắn .
vi: Tôi sẽ bắn anh ta .,vsl: Tôi bắn anh ta .
vi: Tôi sẽ không đi .,vsl: Tôi đi không
vi: Tôi không giúp bạn đâu .,vsl: Tôi giúp bạn đâu không
vi: Tôi đã viết cuốn sách .,vsl: Tôi viết cuốn sách .
vi: Tôi là nhà báo .,vsl: Tôi là nhà báo .
vi: Tôi hay bị mất ngủ .,vsl: Tôi hay mất ngủ .
vi: Bây giờ tôi đang ở khách sạn .,vsl: Bây giờ tôi ở khách sạn .
vi: Tôi ủng hộ bạn .,vsl: Tôi ủng hộ bạn .
vi: Tôi đang ăn hoa quả .,vsl: Tôi ăn hoa quả .
vi: Tớ chuẩn bị chạy .,vsl: Tớ chuẩn bị chạy .
vi: Tôi sẽ thử .,vsl: Tôi thử .
vi: Tôi sẽ thử xem sao .,vsl: Tôi thử xem sao .
vi: Tôi là một người chăm chỉ .,vsl: Tôi là một người chăm chỉ .
vi: Tôi bị đau ở chỗ này .,vsl: Tôi đau ở chỗ này .
vi: Tôi không phải là bác sĩ .,vsl: Tôi phải là bác sĩ không
vi: Tôi không giống bạn !,vsl: Tôi giống bạn không
vi: Tao không giống mày !,vsl: Tao giống mày không
vi: Tớ không giống cậu .,vsl: Tớ giống cậu không
vi: Tôi thật sự rất xin lỗi .,vsl: Tôi thật sự rất xin lỗi .
